External_Id__c,Status,Parent_Type__c,Type,Description,City__c,Department__c,Division__c,CreatedDate,ClosedDate,Subject,Actual_Parent_Type__c,Actual_Type__c
639628,In Progress,,,CALLER IS REQUESTING THAT THE CANAL BY ABOVE ADDRESS BE CUT. CALLER STATES THAT IT IS OBSTRUCTING VIEW WHEN LEAVING APT. COMPLEX.,BATON ROUGE,MAINTENANCE,LANDSCAPE MAINTENANCE,2020-07-29T15:02:00Z,,CALLER IS REQUESTING THAT THE CANAL BY ABOVE ADDRESS BE CUT. CALLER STATES THAT IT IS OBSTRUCTING VIEW WHEN LEAVING APT. COMPLEX.,MOWING AND TREE ISSUES,REQUEST FOR MOWING
639803,In Progress,,,REPLACE LID ON 96 GALLON GARBAGE CART,BATON ROUGE,ENVIRONMENTAL SERVICES,SANITATION,2020-07-30T09:37:00Z,,REPLACE LID ON 96 GALLON GARBAGE CART,GARBAGE,DAMAGED GARBAGE CART
639904,In Progress,,,LID NEED TO BE REPLACED ON THE GARBAGE CART IT IS MISSING,BATON ROUGE,ENVIRONMENTAL SERVICES,SANITATION,2020-07-30T12:57:00Z,,LID NEED TO BE REPLACED ON THE GARBAGE CART IT IS MISSING,GARBAGE,DAMAGED GARBAGE CART
639776,In Progress,,,VACANT HOME HAS TREE DEBRIS NEED TO BE REMOVED,BATON ROUGE,MAINTENANCE,LANDSCAPE MAINTENANCE,2020-07-30T08:52:00Z,,VACANT HOME HAS TREE DEBRIS NEED TO BE REMOVED,GARBAGE,REQUEST DEBRIS REMOVAL - PUBLIC PROPERTY
639887,In Progress,,,REQUEST THE DITCH IN FRONT HOME TO BE DUG OUT TO ALLOW DRAINAGE,BATON ROUGE,MAINTENANCE,DRAINAGE MAINTENANCE,2020-07-30T12:29:00Z,,REQUEST THE DITCH IN FRONT HOME TO BE DUG OUT TO ALLOW DRAINAGE,"DRAINAGE, EROSION, FLOODING OR HOLES",ROADSIDE DRAINAGE ISSUE
639739,In Progress,,,TALL GRASS VACANT LOT ACROSS FROM 156 MCGHEE,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,2020-07-30T07:10:00Z,,TALL GRASS VACANT LOT ACROSS FROM 156 MCGHEE,BLIGHTED PROPERTIES,TALL GRASS
639936,In Progress,,,LOW HANGING LIMB NEEDS TO BE CUT. IT IS SCRAPING THE TOP OF VEHICLES.,BATON ROUGE,MAINTENANCE,LANDSCAPE MAINTENANCE,2020-07-30T14:12:00Z,,LOW HANGING LIMB NEEDS TO BE CUT. IT IS SCRAPING THE TOP OF VEHICLES.,MOWING AND TREE ISSUES,REQUEST REMOVAL/TRIMMING OF TREE
639854,In Progress,,,LID MISSING,BATON ROUGE,ENVIRONMENTAL SERVICES,SANITATION,2020-07-30T11:16:00Z,,LID MISSING,GARBAGE,DAMAGED GARBAGE CART
639744,In Progress,,,DITCHES ON CHERRYL DR NEEDS TO BE MOWED AND CLEANED,BATON ROUGE,MAINTENANCE,LANDSCAPE MAINTENANCE,2020-07-30T07:15:00Z,,DITCHES ON CHERRYL DR NEEDS TO BE MOWED AND CLEANED,MOWING AND TREE ISSUES,REQUEST FOR MOWING
639849,In Progress,,,DITCH ON THE SIDE OF THE HOME IS OVERGROWN AND NEEDS TO BE CUT.,BATON ROUGE,MAINTENANCE,LANDSCAPE MAINTENANCE,2020-07-30T11:11:00Z,,DITCH ON THE SIDE OF THE HOME IS OVERGROWN AND NEEDS TO BE CUT.,MOWING AND TREE ISSUES,REQUEST FOR MOWING
639918,In Progress,,,96 GAL CART HANDLES ARE BREAKING,BATON ROUGE,ENVIRONMENTAL SERVICES,SANITATION,2020-07-30T13:20:00Z,,96 GAL CART HANDLES ARE BREAKING,GARBAGE,DAMAGED GARBAGE CART
639780,In Progress,,,CALLER STATES THAT THE WATER IN THE DITCHES IN FRONT OF HER HOME DOES NOT DRAIN PROPERLY; DITCHES HOLD WATER AFTER RAIN INSTEAD OF DRAINING INTO THE CANAL,BATON ROUGE,MAINTENANCE,DRAINAGE MAINTENANCE,2020-07-30T09:04:00Z,,CALLER STATES THAT THE WATER IN THE DITCHES IN FRONT OF HER HOME DOES NOT DRAIN PROPERLY; DITCHES HOLD WATER AFTER RAIN INSTEAD OF DRAINING INTO THE CANAL,"DRAINAGE, EROSION, FLOODING OR HOLES",ROADSIDE DRAINAGE ISSUE
639886,In Progress,,,TREE LIMBS HANGING ON THE STREET ON AUTUMN AVE AND SATINWOOD DR NEED TO TRIMMED,BATON ROUGE,MAINTENANCE,LANDSCAPE MAINTENANCE,2020-07-30T12:17:00Z,,TREE LIMBS HANGING ON THE STREET ON AUTUMN AVE AND SATINWOOD DR NEED TO TRIMMED,MOWING AND TREE ISSUES,REQUEST REMOVAL/TRIMMING OF TREE
639991,In Progress,,,CALLER STATED THAT HIS 96 GALLON GARBAGE CART IS DAMAGED (LID IS BROKE).  GAVE CALLER ID NUMBER.,BATON ROUGE,ENVIRONMENTAL SERVICES,SANITATION,2020-07-30T16:15:00Z,,CALLER STATED THAT HIS 96 GALLON GARBAGE CART IS DAMAGED (LID IS BROKE).  GAVE CALLER ID NUMBER.,GARBAGE,DAMAGED GARBAGE CART
639987,In Progress,,,SINKHOLE IN FRONT OF RESIDENCE RIGHT AT THE DRAIN IN FRONT OF DRIVEWAY,BATON ROUGE,MAINTENANCE,DRAINAGE MAINTENANCE,2020-07-30T16:06:00Z,,SINKHOLE IN FRONT OF RESIDENCE RIGHT AT THE DRAIN IN FRONT OF DRIVEWAY,"DRAINAGE, EROSION, FLOODING OR HOLES",CAVE-IN/SINK HOLE (DRAINAGE RELATED)
639763,In Progress,,,SOMEONE CAME AND DUMPED LOTS OF TRASH/DEBRIS IN FRONT OF THE V/L. IT NEEDS TO BE PICKED UP.,BATON ROUGE,MAINTENANCE,LANDSCAPE MAINTENANCE,2020-07-30T08:29:00Z,,SOMEONE CAME AND DUMPED LOTS OF TRASH/DEBRIS IN FRONT OF THE V/L. IT NEEDS TO BE PICKED UP.,GARBAGE,REQUEST DEBRIS REMOVAL - PUBLIC PROPERTY
639995,In Progress,,,"V/H HAS WOOD, OLD FURNITURE, DOOR AND GARBAGE BAGS OF TRASH OUT CURBSIDE THAT NEEDS TO BE PICKED UP. SOME OF THE FURNITURE IS IN THE DITCH.",BATON ROUGE,MAINTENANCE,LANDSCAPE MAINTENANCE,2020-07-30T16:17:00Z,,"V/H HAS WOOD, OLD FURNITURE, DOOR AND GARBAGE BAGS OF TRASH OUT CURBSIDE THAT NEEDS TO BE PICKED UP. SOME OF THE FURNITURE IS IN THE DITCH.",GARBAGE,REQUEST DEBRIS REMOVAL - PUBLIC PROPERTY
639850,In Progress,,,B/U- RECEIPT ON HAND,BATON ROUGE,ENVIRONMENTAL SERVICES,WW OPERATIONS,2020-07-30T11:14:00Z,,B/U- RECEIPT ON HAND,SEWER/WASTEWATER,INSIDE RESIDENTIAL BACKUP
639794,In Progress,,,GRASS NEAR THE CANAL IN THE 3800 BLOCK OF SHERWOOD FOREST BLVD (ACROSS FROM SHERWOOD FOREST ANIMAL HOSPITAL) IS OVERGROWN,BATON ROUGE,MAINTENANCE,LANDSCAPE MAINTENANCE,2020-07-30T09:21:00Z,,GRASS NEAR THE CANAL IN THE 3800 BLOCK OF SHERWOOD FOREST BLVD (ACROSS FROM SHERWOOD FOREST ANIMAL HOSPITAL) IS OVERGROWN,MOWING AND TREE ISSUES,REQUEST FOR MOWING
639999,In Progress,,,GRASS NEED TO  CUT THE HOUSE IS VACANT GAVE SERVICE #,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,2020-07-30T16:28:00Z,,GRASS NEED TO  CUT THE HOUSE IS VACANT GAVE SERVICE #,BLIGHTED PROPERTIES,TALL GRASS
639740,In Progress,,,TALL GRASS ACROSS FROM 337 CORA DR,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,2020-07-30T07:11:00Z,,TALL GRASS ACROSS FROM 337 CORA DR,BLIGHTED PROPERTIES,TALL GRASS
639772,In Progress,,,LID NEED TO BE REPLACED ON THE GARBAGE CART IT IS MISSING,BATON ROUGE,ENVIRONMENTAL SERVICES,SANITATION,2020-07-30T08:41:00Z,,LID NEED TO BE REPLACED ON THE GARBAGE CART IT IS MISSING,GARBAGE,DAMAGED GARBAGE CART
639836,In Progress,,,SINKHOLE DEVELOPING NEAR THE STORMDRAIN AT TROOP A STATE POLICE BETWEEN THE PARKING LOT AND THE ROADWAY,BATON ROUGE,MAINTENANCE,DRAINAGE MAINTENANCE,2020-07-30T10:49:00Z,,SINKHOLE DEVELOPING NEAR THE STORMDRAIN AT TROOP A STATE POLICE BETWEEN THE PARKING LOT AND THE ROADWAY,"DRAINAGE, EROSION, FLOODING OR HOLES",CAVE-IN/SINK HOLE (DRAINAGE RELATED)
639871,In Progress,,,LAND CLEARING WITHOUT APPROVED PERMIT,BATON ROUGE,DEVELOPMENT,PERMITS & INSPECTIONS,2020-07-30T11:42:00Z,,LAND CLEARING WITHOUT APPROVED PERMIT,BUILDING CODE/ZONING VIOLATIONS,BUILDING CODE VIOLATIONS
639931,In Progress,,,CALLER STATED THAT HER 96 GALLON GARBAGE CART IS DAMAGED (LID IS BROKE).  GAVE CALLER ID NUMBER.,BATON ROUGE,ENVIRONMENTAL SERVICES,SANITATION,2020-07-30T13:59:00Z,,CALLER STATED THAT HER 96 GALLON GARBAGE CART IS DAMAGED (LID IS BROKE).  GAVE CALLER ID NUMBER.,GARBAGE,DAMAGED GARBAGE CART
639959,In Progress,,,HOME IS BEING REBUILD WITHOUT A PERMIT,BATON ROUGE,DEVELOPMENT,PERMITS & INSPECTIONS,2020-07-30T14:59:00Z,,HOME IS BEING REBUILD WITHOUT A PERMIT,BUILDING CODE/ZONING VIOLATIONS,BUILDING CODE VIOLATIONS
639807,In Progress,,,HOME OWNER HAS JUNK AND DEBRIS IN THE DRIVEWAY NEED TO BE CLEANED UP,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,2020-07-30T09:46:00Z,,HOME OWNER HAS JUNK AND DEBRIS IN THE DRIVEWAY NEED TO BE CLEANED UP,BLIGHTED PROPERTIES,"JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY"
639756,In Progress,,,SINK HOLE/CAVE-IN BY THE CULVERT IN THE FRONT YARD HOMEOWNER BELIEVES THE BUSINESS NEXT DOOR BROKE IT WHILE THEY WERE CUTTING GRASS. IT IS CAUSING A RAT PROBLEM.,BATON ROUGE,ENVIRONMENTAL SERVICES,WW OPERATIONS,2020-07-30T08:09:00Z,,SINK HOLE/CAVE-IN BY THE CULVERT IN THE FRONT YARD HOMEOWNER BELIEVES THE BUSINESS NEXT DOOR BROKE IT WHILE THEY WERE CUTTING GRASS. IT IS CAUSING A RAT PROBLEM.,SEWER/WASTEWATER,CAVE-IN/SINK HOLE (SEWER OR DRAINAGE RELATED)
639878,In Progress,,,WE NEED A RECYCLING CART. AND ALSO IF POSSIBLE A NEW GARBAGE CAN AS WELL,BATON ROUGE,ENVIRONMENTAL SERVICES,RECYCLING,2020-07-30T11:57:00Z,,WE NEED A RECYCLING CART. AND ALSO IF POSSIBLE A NEW GARBAGE CAN AS WELL,RECYCLING,STOLEN RECYCLING CART
639761,In Progress,,,TRASH IN FRONT OF THE VACANT LOT TO THE RIGHT OF 182 TAYLOR ST NEEDS TO BE REMOVED,BATON ROUGE,MAINTENANCE,LANDSCAPE MAINTENANCE,2020-07-30T08:26:00Z,,TRASH IN FRONT OF THE VACANT LOT TO THE RIGHT OF 182 TAYLOR ST NEEDS TO BE REMOVED,GARBAGE,REQUEST DEBRIS REMOVAL - PUBLIC PROPERTY
639852,In Progress,,,96 GAL CART LID BROKEN,BATON ROUGE,ENVIRONMENTAL SERVICES,SANITATION,2020-07-30T11:15:00Z,,96 GAL CART LID BROKEN,GARBAGE,DAMAGED GARBAGE CART
640020,In Progress,,,GRASS DEBRIS GRAFFITI ABANDONED PROPERTY.,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,2020-07-30T18:33:00Z,,GRASS DEBRIS GRAFFITI ABANDONED PROPERTY.,BLIGHTED PROPERTIES,TALL GRASS
639979,In Progress,,,CALLER STATED THAT HIS RECYCLING CART IS DAMAGED (LID IS BROKE).  GAVE CALLER ID NUMBER.,BATON ROUGE,ENVIRONMENTAL SERVICES,RECYCLING,2020-07-30T15:52:00Z,,CALLER STATED THAT HIS RECYCLING CART IS DAMAGED (LID IS BROKE).  GAVE CALLER ID NUMBER.,RECYCLING,DAMAGED RECYCLING CART
639896,In Progress,,,VACANT LOT ON THE CORNER OF AIRLINE HWY AND WINBOURNE AVE IS OVERGROWN GRASS NEED TO BE CUT,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,2020-07-30T12:44:00Z,,VACANT LOT ON THE CORNER OF AIRLINE HWY AND WINBOURNE AVE IS OVERGROWN GRASS NEED TO BE CUT,BLIGHTED PROPERTIES,TALL GRASS
639928,In Progress,,,NEW RECYCLE CART GAVE SERVICE #,BATON ROUGE,ENVIRONMENTAL SERVICES,RECYCLING,2020-07-30T13:49:00Z,,NEW RECYCLE CART GAVE SERVICE #,RECYCLING,NEW RESIDENT RECYCLING CART REQUEST
639911,In Progress,,,DITCH BEHIND 4665 S MAIDEN IS OVERGROWN AND NEEDS TO BE CUT AND CLEANED OUT,BATON ROUGE,MAINTENANCE,DRAINAGE MAINTENANCE,2020-07-30T13:13:00Z,,DITCH BEHIND 4665 S MAIDEN IS OVERGROWN AND NEEDS TO BE CUT AND CLEANED OUT,"DRAINAGE, EROSION, FLOODING OR HOLES",NON-ROADSIDE VEGETATION IN A DITCH
639752,In Progress,,,NEED TO BE TIED-IN TO THE CITY MAIN LINE. CUSTOMER WAS TOLD TO CALL WWC BY BR WATER CO,BATON ROUGE,ENVIRONMENTAL SERVICES,WW OPERATIONS,2020-07-30T07:52:00Z,,NEED TO BE TIED-IN TO THE CITY MAIN LINE. CUSTOMER WAS TOLD TO CALL WWC BY BR WATER CO,SEWER/WASTEWATER,CAVE-IN/SINK HOLE (SEWER OR DRAINAGE RELATED)
639782,In Progress,,,R.O.W. IN THE 2100 BLOCK OF GLENMORE IS OVERGROWN AND NEEDS TO BE CUT,BATON ROUGE,MAINTENANCE,LANDSCAPE MAINTENANCE,2020-07-30T09:08:00Z,,R.O.W. IN THE 2100 BLOCK OF GLENMORE IS OVERGROWN AND NEEDS TO BE CUT,MOWING AND TREE ISSUES,REQUEST FOR MOWING
639909,In Progress,,,GRASS IS OVERGROWN AT 2025 SCENIC,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,2020-07-30T13:07:00Z,,GRASS IS OVERGROWN AT 2025 SCENIC,BLIGHTED PROPERTIES,TALL GRASS
639937,In Progress,,,NEW RECYCLE CART,BATON ROUGE,ENVIRONMENTAL SERVICES,RECYCLING,2020-07-30T14:13:00Z,,NEW RECYCLE CART,RECYCLING,NEW RESIDENT RECYCLING CART REQUEST
639905,In Progress,,,(96 GAL) LIDS BROKE OFF (2 LID REPLACEMENTS NEEDED),BATON ROUGE,ENVIRONMENTAL SERVICES,SANITATION,2020-07-30T12:59:00Z,,(96 GAL) LIDS BROKE OFF (2 LID REPLACEMENTS NEEDED),GARBAGE,DAMAGED GARBAGE CART
639969,In Progress,,,CALLER IS REQUESTING HIS RECYCLING CART.  GAVE CALLER ID NUMBER.,BATON ROUGE,ENVIRONMENTAL SERVICES,RECYCLING,2020-07-30T15:14:00Z,,CALLER IS REQUESTING HIS RECYCLING CART.  GAVE CALLER ID NUMBER.,RECYCLING,NEW RESIDENT RECYCLING CART REQUEST
639813,In Progress,,,WEEDS IN THE DITCH NEED TO BE CUT IT IS OVERGROWN,BATON ROUGE,MAINTENANCE,LANDSCAPE MAINTENANCE,2020-07-30T09:58:00Z,,WEEDS IN THE DITCH NEED TO BE CUT IT IS OVERGROWN,MOWING AND TREE ISSUES,REQUEST FOR MOWING
639865,In Progress,,,CALLER STATED THAT HER RECYCLING CART WENT MISSING ON HER RECYCLING CART PICK-UP DAY TUESDAY (7-28-20).  GAVE CALLER ID NUMBER.,BATON ROUGE,ENVIRONMENTAL SERVICES,RECYCLING,2020-07-30T11:34:00Z,,CALLER STATED THAT HER RECYCLING CART WENT MISSING ON HER RECYCLING CART PICK-UP DAY TUESDAY (7-28-20).  GAVE CALLER ID NUMBER.,RECYCLING,STOLEN RECYCLING CART
639912,In Progress,,,CALLER STATED THAT UNDER THE INTERSTATE IN THE FRONT OF 4354  TUSCARORA STREET THERE IS A PILE OF TRASH.  GAVE CALLER ID NUMBER.,BATON ROUGE,MAINTENANCE,LANDSCAPE MAINTENANCE,2020-07-30T13:15:00Z,,CALLER STATED THAT UNDER THE INTERSTATE IN THE FRONT OF 4354  TUSCARORA STREET THERE IS A PILE OF TRASH.  GAVE CALLER ID NUMBER.,GARBAGE,REQUEST DEBRIS REMOVAL - PUBLIC PROPERTY
639934,In Progress,,,THE RIGHT OF WAY AND THE DITCHES AT THE INTERSECTION OF GEORGE ONEAL AND ANTIOCH BLVD. NEED TO BE CUT.,EAST BATON ROUGE,MAINTENANCE,LANDSCAPE MAINTENANCE,2020-07-30T14:08:00Z,,THE RIGHT OF WAY AND THE DITCHES AT THE INTERSECTION OF GEORGE ONEAL AND ANTIOCH BLVD. NEED TO BE CUT.,MOWING AND TREE ISSUES,REQUEST FOR MOWING
639845,In Progress,,,96 GAL CART LID BROKEN OFF,BATON ROUGE,ENVIRONMENTAL SERVICES,SANITATION,2020-07-30T11:03:00Z,,96 GAL CART LID BROKEN OFF,GARBAGE,DAMAGED GARBAGE CART
639834,In Progress,,,VACANT LOT LOCATED ACROSS FROM 1662 N 44TH ST IS OVERGROWN GRASS NEED TO BE CUT,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,2020-07-30T10:43:00Z,,VACANT LOT LOCATED ACROSS FROM 1662 N 44TH ST IS OVERGROWN GRASS NEED TO BE CUT,BLIGHTED PROPERTIES,TALL GRASS
640120,In Progress,,,CALLER IS REQUESTING TO HAVE THE BIKE LANE ON GLENMORE REPAINTED; STRIPES ARE FADING,BATON ROUGE,TRANSPORTATION AND DEVELOPMENT,TRAFFIC ENGINEERING,2020-07-31T09:51:00Z,,CALLER IS REQUESTING TO HAVE THE BIKE LANE ON GLENMORE REPAINTED; STRIPES ARE FADING,STREET/TRAFFIC ISSUES,ROAD STRIPING NEEDED
639311,In Progress,,,TIRES AND FURNITURE AND DEBRIS NEEDS TO BE PICKED UP IN FRONT OF V/L AT ABOVE INTERSECTION.,BATON ROUGE,MAINTENANCE,LANDSCAPE MAINTENANCE,2020-07-28T17:26:00Z,,TIRES AND FURNITURE AND DEBRIS NEEDS TO BE PICKED UP IN FRONT OF V/L AT ABOVE INTERSECTION.,GARBAGE,REQUEST DEBRIS REMOVAL - PUBLIC PROPERTY
639338,In Progress,,,V/L BETWEEN 2 BUILDINGS HAS LOTS OF MISC TRASH/DEBRIS THAT NEEDS TO BE PICKED UP.,BATON ROUGE,MAINTENANCE,LANDSCAPE MAINTENANCE,2020-07-29T07:14:00Z,,V/L BETWEEN 2 BUILDINGS HAS LOTS OF MISC TRASH/DEBRIS THAT NEEDS TO BE PICKED UP.,GARBAGE,REQUEST DEBRIS REMOVAL - PUBLIC PROPERTY
635080,In Progress,,,CALLER STATED THAT HER NEIGHBOR VACANT HOUSE (4151 LANIER DRIVE) GRASS NEEDS TO BE CUT.  GAVE CALLER ID NUMBER.,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,2020-07-16T15:36:00Z,,CALLER STATED THAT HER NEIGHBOR VACANT HOUSE (4151 LANIER DRIVE) GRASS NEEDS TO BE CUT.  GAVE CALLER ID NUMBER.,BLIGHTED PROPERTIES,TALL GRASS
639839,In Progress,,,ABANDONED PROPERTY TO THE LEFT OF 1662 N 44TH ST BURN HOUSE NEED TO BE TORN DOWN OR REPAIRED,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,2020-07-30T10:51:00Z,,ABANDONED PROPERTY TO THE LEFT OF 1662 N 44TH ST BURN HOUSE NEED TO BE TORN DOWN OR REPAIRED,BLIGHTED PROPERTIES,PROPERTY NEEDS TO BE CONDEMNED OR TORN DOWN
639908,In Progress,,,CALLER STATES THAT THE BUILDING AT 2025 SCENIC IS IN BAD SHAPE AND NEEDS TO BE CONDEMNED OR TORN DOWN,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,2020-07-30T13:07:00Z,,CALLER STATES THAT THE BUILDING AT 2025 SCENIC IS IN BAD SHAPE AND NEEDS TO BE CONDEMNED OR TORN DOWN,BLIGHTED PROPERTIES,PROPERTY NEEDS TO BE CONDEMNED OR TORN DOWN
639916,In Progress,,,"TALL GRASS, WEEDS, AND A PILE OF ROCKS AT THIS PROPERTY",BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,2020-07-30T13:17:00Z,,"TALL GRASS, WEEDS, AND A PILE OF ROCKS AT THIS PROPERTY",BLIGHTED PROPERTIES,TALL GRASS
640176,In Progress,,,(96 GAL) LID BROKE OFF,BATON ROUGE,ENVIRONMENTAL SERVICES,SANITATION,2020-07-31T10:57:00Z,,(96 GAL) LID BROKE OFF,GARBAGE,DAMAGED GARBAGE CART
640188,In Progress,,,CART LID IS DAMAGED CAUSING RAIN/ANIMALS/ETC. TO HAVE ACCESS TO THE CAN.,BATON ROUGE,ENVIRONMENTAL SERVICES,SANITATION,2020-07-31T11:14:00Z,,CART LID IS DAMAGED CAUSING RAIN/ANIMALS/ETC. TO HAVE ACCESS TO THE CAN.,GARBAGE,DAMAGED GARBAGE CART
640284,In Progress,,,DRIVEWAY IS CAVING IN THE END OF IT GAVE SERVICE #,BATON ROUGE,MAINTENANCE,DRAINAGE MAINTENANCE,2020-07-31T13:51:00Z,,DRIVEWAY IS CAVING IN THE END OF IT GAVE SERVICE #,"DRAINAGE, EROSION, FLOODING OR HOLES",CAVE-IN/SINK HOLE (DRAINAGE RELATED)
640378,In Progress,,,THE NORTH SIDE OF REDWOOD DR AT MONTERREY BLVD IS OVERGROWN AND NEEDS TO BE CUT. IT IS OBSTRUCTING THE VIEW OF ONCOMING TRAFFIC.,BATON ROUGE,MAINTENANCE,LANDSCAPE MAINTENANCE,2020-07-31T16:17:00Z,,THE NORTH SIDE OF REDWOOD DR AT MONTERREY BLVD IS OVERGROWN AND NEEDS TO BE CUT. IT IS OBSTRUCTING THE VIEW OF ONCOMING TRAFFIC.,MOWING AND TREE ISSUES,REQUEST FOR MOWING
640088,In Progress,,,96 GAL CART LID MISSING,BATON ROUGE,ENVIRONMENTAL SERVICES,SANITATION,2020-07-31T08:56:00Z,,96 GAL CART LID MISSING,GARBAGE,DAMAGED GARBAGE CART
640144,In Progress,,,VACANT LOT NEED TO BE CUT THE RIGHT OF 2351 SHADA AVE GAVE SERVICE #,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,2020-07-31T10:17:00Z,,VACANT LOT NEED TO BE CUT THE RIGHT OF 2351 SHADA AVE GAVE SERVICE #,BLIGHTED PROPERTIES,TALL GRASS
640298,In Progress,,,CALLER STATED THAT ON THE CORNER OF (E. BUCHANAN STREET @ GEORGIA STREET) BY THE STOP SIGN THE GRASS NEEDS TO BE CUT.  GAVE CALLER ID NUMBER.,BATON ROUGE,MAINTENANCE,LANDSCAPE MAINTENANCE,2020-07-31T14:09:00Z,,CALLER STATED THAT ON THE CORNER OF (E. BUCHANAN STREET @ GEORGIA STREET) BY THE STOP SIGN THE GRASS NEEDS TO BE CUT.  GAVE CALLER ID NUMBER.,MOWING AND TREE ISSUES,REQUEST FOR MOWING
640110,In Progress,,,VACANT LOT AT THE CORNER OF OAK FOREST AND GREENWELL SPRINGS IS OVERGROWN,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,2020-07-31T09:39:00Z,,VACANT LOT AT THE CORNER OF OAK FOREST AND GREENWELL SPRINGS IS OVERGROWN,BLIGHTED PROPERTIES,TALL GRASS
640362,In Progress,,,LID BROKE OFF OF RECYCLE CART,BATON ROUGE,ENVIRONMENTAL SERVICES,RECYCLING,2020-07-31T15:47:00Z,,LID BROKE OFF OF RECYCLE CART,RECYCLING,DAMAGED RECYCLING CART
640275,In Progress,,,CALLER STATED THAT HER 96 GALLON GARBAGE CART IS DAMAGED (LID IS CRACKED).  GAVE CALLER ID NUMBER.,BATON ROUGE,ENVIRONMENTAL SERVICES,SANITATION,2020-07-31T13:43:00Z,,CALLER STATED THAT HER 96 GALLON GARBAGE CART IS DAMAGED (LID IS CRACKED).  GAVE CALLER ID NUMBER.,GARBAGE,DAMAGED GARBAGE CART
640391,In Progress,,,GRASS NEED TO BE CUT THE RIGHT OF WAY CENTERWAY BLVD GAVE SERVICE #,BATON ROUGE,MAINTENANCE,LANDSCAPE MAINTENANCE,2020-07-31T16:48:00Z,,GRASS NEED TO BE CUT THE RIGHT OF WAY CENTERWAY BLVD GAVE SERVICE #,MOWING AND TREE ISSUES,REQUEST FOR MOWING
640280,In Progress,,,1XXX-XXX-XXXX SPANISH TOWN RD TALL GRASS,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,2020-07-31T13:47:00Z,,1XXX-XXX-XXXX SPANISH TOWN RD TALL GRASS,BLIGHTED PROPERTIES,TALL GRASS
640106,In Progress,,,DITCH BEHIND 3640 EDGEMONT NEEDS TO BE CUT AND CLEANED OUT,BATON ROUGE,MAINTENANCE,DRAINAGE MAINTENANCE,2020-07-31T09:30:00Z,,DITCH BEHIND 3640 EDGEMONT NEEDS TO BE CUT AND CLEANED OUT,"DRAINAGE, EROSION, FLOODING OR HOLES",NON-ROADSIDE VEGETATION IN A DITCH
640270,In Progress,,,COUCH MATTRESS BAGS AND BOXES NEEDS TO BE PICKED UP. IT IS A V/H,BATON ROUGE,MAINTENANCE,LANDSCAPE MAINTENANCE,2020-07-31T13:37:00Z,,COUCH MATTRESS BAGS AND BOXES NEEDS TO BE PICKED UP. IT IS A V/H,GARBAGE,REQUEST DEBRIS REMOVAL - PUBLIC PROPERTY
640302,In Progress,,,REQUEST CUTING OF THE DITCH ON WELLER AVE AND MAYAN ST FROM KEOKUK ST TO PLANK RD,BATON ROUGE,MAINTENANCE,LANDSCAPE MAINTENANCE,2020-07-31T14:18:00Z,,REQUEST CUTING OF THE DITCH ON WELLER AVE AND MAYAN ST FROM KEOKUK ST TO PLANK RD,MOWING AND TREE ISSUES,REQUEST FOR MOWING
640070,In Progress,,,SERVITUDE BEHIND THE HOME IS OVERGROWN AND NEEDS TO BE CUT.,BATON ROUGE,MAINTENANCE,LANDSCAPE MAINTENANCE,2020-07-31T08:33:00Z,,SERVITUDE BEHIND THE HOME IS OVERGROWN AND NEEDS TO BE CUT.,MOWING AND TREE ISSUES,REQUEST FOR MOWING
640361,In Progress,,,OCCUPIED RESIDENCE MOWING,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,2020-07-31T15:45:00Z,,OCCUPIED RESIDENCE MOWING,BLIGHTED PROPERTIES,TALL GRASS
640175,In Progress,,,REQUEST REMOVAL OF JUNK AND DEBRIS IN FRONT OF A VACANT HOUSE,BATON ROUGE,MAINTENANCE,LANDSCAPE MAINTENANCE,2020-07-31T10:57:00Z,,REQUEST REMOVAL OF JUNK AND DEBRIS IN FRONT OF A VACANT HOUSE,GARBAGE,REQUEST DEBRIS REMOVAL - PUBLIC PROPERTY
